GROUP,CONAME,DIST,DISTNAME,PP114,PP214,PP314
J. VOC,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,0.252,0.283,0.312
J. VOC,MORRIS,3365,MORRIS COUNTY VOCATIONAL,0.188,0.213,0.203
J. VOC,OCEAN,3790,OCEAN COUNTY VOCATIONAL,0.302,0.300,0.314
J. VOC,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,0.239,0.239,0.243
J. VOC,SALEM,4640,SALEM COUNTY VOCATIONAL,0.374,0.440,0.451
J. VOC,SOMERSET,4810,SOMERSET CO VOCATIONAL,0.317,0.304,0.302
J. VOC,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,0.301,0.307,0.333
J. VOC,UNION,5260,UNION COUNTY VOCATIONAL,0.274,0.294,0.282
J. VOC,WARREN,5460,WARREN COUNTY VOCATIONAL,0.338,0.324,0.443
K. CHARTER,,,1. State average-Operating Type CHARTER,0.207,0.213,0.226
K. CHARTER,,,2. State median-Operating Type CHARTER,0.204,0.203,0.224
K. CHARTER,,,5. State average - All operating types,0.291,0.292,0.315
K. CHARTER,,,6. State median - All operating types,0.277,0.281,0.306
K. CHARTER,ATLANTIC,6060,Atlantic City Community CS,,,0.107
K. CHARTER,ATLANTIC,6612,Galloway Community CS,0.287,0.266,0.299
K. CHARTER,ATLANTIC,7410,chARTer~TECH HIGH SCHOOL,0.267,0.280,0.285
K. CHARTER,BERGEN,6013,Bergen Arts and Sciences CS,0.204,0.213,0.229
K. CHARTER,BERGEN,6430,Englewood on the Palisades CS,0.270,0.272,0.342
K. CHARTER,BERGEN,7890,Teaneck Community CS,0.162,0.172,0.166
K. CHARTER,BURLINGTON,6026,Riverbank Charter School of Excellence,0.270,0.378,0.200
K. CHARTER,BURLINGTON,6044,Renaissance Regional Leadership CS,0.148,,
K. CHARTER,BURLINGTON,6076,Benjamin Banneker Prep CS,0.107,0.137,0.083
K. CHARTER,CAMDEM,6067,Kingdom CS of Leadership,0.154,0.191,0.268
K. CHARTER,CAMDEN,6024,Camden's Pride Charter Schhol,0.273,0.273,0.227
K. CHARTER,CAMDEN,6063,Camden Community Charter School,,0.084,0.162
K. CHARTER,CAMDEN,6083,Knowledge A to Z Charter School,0.232,0.197,0.279
K. CHARTER,CAMDEN,6086,Hope Community CS,,0.110,0.197
K. CHARTER,CAMDEN,6088,City Invincible CS,0.177,,
K. CHARTER,CAMDEN,6212,Camden Academy Charter HS,0.260,0.277,0.269
K. CHARTER,CAMDEN,6215,Camden's Promise CS,0.238,0.286,0.307
K. CHARTER,CAMDEN,6232,Environment Community CS,0.230,0.262,0.350
K. CHARTER,CAMDEN,6240,Freedom Academy CS,0.000,0.197,0.217
K. CHARTER,CAMDEN,6325,D.U.E. Season CS,0.201,0.322,
K. CHARTER,CAMDEN,7109,LEAP Academy University CS,0.276,0.277,0.282
K. CHARTER,CUMBERLAND,6028,Vineland Public Charter School,0.162,0.141,0.199
K. CHARTER,CUMBERLAND,6069,Millville Public Charter School,0.187,0.156,0.197
K. CHARTER,CUMBERLAND,6089,Compass Academy CS,,0.212,0.194
K. CHARTER,ESSEX,6020,Pride Academy Charter School,0.121,0.111,0.020
K. CHARTER,ESSEX,6022,Burch Charter School of Excellence,0.315,0.289,0.367
K. CHARTER,ESSEX,6029,Newark Educators Charter School,0.241,0.197,0.250
K. CHARTER,ESSEX,6037,Newark Legacy CS,0.125,0.122,0.281
K. CHARTER,ESSEX,6038,Visions Academy CS,0.150,0.187,
K. CHARTER,ESSEX,6053,Great Oaks Charter School,0.170,0.222,0.262
K. CHARTER,ESSEX,6057,People's Preparatory Charter School,0.114,0.133,0.138
K. CHARTER,ESSEX,6058,Roseville Community CS,0.127,0.162,0.239
K. CHARTER,ESSEX,6059,Newark Prep,0.262,0.225,0.223
K. CHARTER,ESSEX,6090,Paulo Freire CS for Liberty Ed,0.082,0.086,0.104
K. CHARTER,ESSEX,6091,Merit Prep CS of Newark,0.220,0.184,0.263
K. CHARTER,ESSEX,6094,Phillips Academy Charter School,,0.181,0.224
K. CHARTER,ESSEX,6320,Discovery CS,0.320,0.184,0.407
K. CHARTER,ESSEX,6410,East Orange Community CS,0.198,0.221,0.178
K. CHARTER,ESSEX,6665,Gray CS,0.278,0.315,0.243
K. CHARTER,ESSEX,7100,Lady Liberty Academy CS,0.291,0.278,0.277
K. CHARTER,ESSEX,7210,Marion P. Thomas CS,0.238,0.330,0.282
K. CHARTER,ESSEX,7280,Greater Newark CS,0.183,0.323,
K. CHARTER,ESSEX,7290,New Horizons Comm. CS,0.262,0.294,0.222
K. CHARTER,ESSEX,7320,North Star Acad. CS of Newark,0.160,0.155,0.157
K. CHARTER,ESSEX,7325,TEAM Academy Charter School,0.161,0.151,0.180
K. CHARTER,ESSEX,7730,Robert Treat Academy CS,0.214,0.214,0.239
K. CHARTER,ESSEX,7735,Maria L. Varisco-Rogers CS,0.273,0.276,0.346
K. CHARTER,ESSEX,8065,University Heights CS,0.204,0.186,0.238
K. CHARTER,HUDSON,6030,The Ethical Community Charter School,0.168,0.067,0.182
K. CHARTER,HUDSON,6036,HOLA Hoboken Dual Lang CS,0.259,0.366,0.388
K. CHARTER,HUDSON,6064,Dr Lena Edwards Academic CS,0.211,0.168,0.168
K. CHARTER,HUDSON,6068,M E T S Charter School,0.237,0.178,0.215
K. CHARTER,HUDSON,6082,Beloved Community Charter School,0.119,0.152,0.160
K. CHARTER,HUDSON,6093,Jersey City Global CS,,0.264,0.229
K. CHARTER,HUDSON,6420,Elysian CS of Hoboken,0.202,0.209,0.203
K. CHARTER,HUDSON,6720,Hoboken CS,0.200,0.225,0.222
K. CHARTER,HUDSON,6910,Jersey City Comm. CS,0.351,0.292,0.374
K. CHARTER,HUDSON,6915,Jersey City Golden Door,0.206,0.254,0.228
K. CHARTER,HUDSON,7115,Learning Community CS,0.358,0.389,0.387
K. CHARTER,HUDSON,7830,Soaring Heights CS,0.187,0.197,0.189
K. CHARTER,HUDSON,8060,University Academy CS,0.146,0.207,0.237
K. CHARTER,MERCER,6017,Foundation Academy CS,0.203,0.203,0.260
K. CHARTER,MERCER,6025,Paul Robeson Humanities  CS,0.235,0.225,0.129
K. CHARTER,MERCER,6810,International CS of Trenton,0.207,0.202,0.223
K. CHARTER,MERCER,7500,Pace CS of Hamilton,0.268,0.196,0.209
K. CHARTER,MERCER,7540,Princeton CS,0.162,0.173,0.179
K. CHARTER,MERCER,8140,Village CS,0.197,0.190,0.192
K. CHARTER,MIDDLESEX,6032,Academy for Urban Leadership CS,0.137,0.127,0.114
K. CHARTER,MIDDLESEX,6041,Hatikvah International CS,0.203,0.167,0.174
K. CHARTER,MIDDLESEX,6635,Greater Brunswick CS,0.318,0.314,0.298
K. CHARTER,MONMOUTH,6010,Academy Charter High School,0.279,0.288,0.294
K. CHARTER,MONMOUTH,6740,Hope Academy CS,0.231,0.224,0.325
K. CHARTER,MONMOUTH,7720,The Red Bank CS,0.224,0.223,0.285
K. CHARTER,MORRIS,8050,Unity CS,0.276,0.260,0.261
K. CHARTER,PASSAIC,6021,Community Charter School of Paterson,0.183,0.185,0.260
K. CHARTER,PASSAIC,6079,John P Holland Charter School,0.123,0.284,0.188
K. CHARTER,PASSAIC,6080,Passaic Arts and Science CS,0.146,0.150,0.220
K. CHARTER,PASSAIC,6096,Paterson Arts and Science CS,,0.151,0.181
K. CHARTER,PASSAIC,6230,Classical Academy CS of Clifton,0.095,0.084,0.212
K. CHARTER,PASSAIC,7503,Paterson CS for Sci/Tech,0.222,0.203,0.202
K. CHARTER,SOMERSET,6018,Central Jersey College Prep CS,0.220,0.202,0.217
K. CHARTER,SOMERSET,6081,Thomas Edison EnergySmart CS,0.142,0.200,0.247
K. CHARTER,SUSSEX,7850,Sussex County CS for Technology,0.245,0.291,0.325
K. CHARTER,UNION,6033,The Barack Obama Green Charter HS,0.204,0.279,0.254
K. CHARTER,UNION,6217,Central Jersey Arts CS,0.221,0.302,0.226
K. CHARTER,UNION,7600,Queen City Academy CS,0.128,0.129,0.172
K. CHARTER,UNION,8010,Union County TEAMS CS,0.186,0.202,0.224
K. CHARTER,WARREN,7727,Ridge and Valley CS,0.112,0.179,0.170
